delay,training steps,traffic intensity,tm
1.772,50K,75%,750_77
1.578,50K,75%,750_78
2.877,50K,75%,750_79
2.954,50K,75%,750_80
3.094,50K,75%,750_81
3.28,50K,75%,750_82
2.877,50K,75%,750_83
2.82,50K,75%,750_84
3.686,50K,75%,750_85
2.566,50K,75%,750_86
3.037,50K,75%,750_87
3.433,50K,75%,750_88
2.715,50K,75%,750_89
2.859,50K,75%,750_90
2.309,50K,75%,750_91
2.993,50K,75%,750_92
10.163,50K,75%,750_93
1.817,50K,75%,750_94
3.045,50K,75%,750_95
2.185,50K,75%,750_96
2.975,50K,75%,750_97
2.873,50K,75%,750_98
2.259,50K,75%,750_99
4.776,50K,87.5%,875_0
4.706,50K,87.5%,875_1
3.771,50K,87.5%,875_2
2.699,50K,87.5%,875_3
3.854,50K,87.5%,875_4
2.986,50K,87.5%,875_5
2.948,50K,87.5%,875_6
3.44,50K,87.5%,875_7
3.323,50K,87.5%,875_8
6.64,50K,87.5%,875_9
3.149,50K,87.5%,875_10
3.254,50K,87.5%,875_11
3.698,50K,87.5%,875_12
2.583,50K,87.5%,875_13
2.921,50K,87.5%,875_14
2.547,50K,87.5%,875_15
4.966,50K,87.5%,875_16
2.891,50K,87.5%,875_17
3.844,50K,87.5%,875_18
3.832,50K,87.5%,875_19
2.399,50K,87.5%,875_20
3.343,50K,87.5%,875_21
2.863,50K,87.5%,875_22
4.074,50K,87.5%,875_23
3.248,50K,87.5%,875_24
4.605,50K,87.5%,875_25
3.012,50K,87.5%,875_26
3.251,50K,87.5%,875_27
3.327,50K,87.5%,875_28
3.238,50K,87.5%,875_29
3.082,50K,87.5%,875_30
3.43,50K,87.5%,875_31
2.566,50K,87.5%,875_32
3.218,50K,87.5%,875_33
3.395,50K,87.5%,875_34
3.566,50K,87.5%,875_35
3.041,50K,87.5%,875_36
3.07,50K,87.5%,875_37
2.953,50K,87.5%,875_38
3.766,50K,87.5%,875_39
2.755,50K,87.5%,875_40
3.184,50K,87.5%,875_41
3.3,50K,87.5%,875_42
3.919,50K,87.5%,875_43
3.205,50K,87.5%,875_44
2.908,50K,87.5%,875_45
3.216,50K,87.5%,875_46
3.509,50K,87.5%,875_47
2.697,50K,87.5%,875_48
3.235,50K,87.5%,875_49
3.629,50K,87.5%,875_50
3.126,50K,87.5%,875_51
2.441,50K,87.5%,875_52
3.27,50K,87.5%,875_53
3.248,50K,87.5%,875_54
4.92,50K,87.5%,875_55
3.735,50K,87.5%,875_56
3.326,50K,87.5%,875_57
2.796,50K,87.5%,875_58
3.289,50K,87.5%,875_59
3.742,50K,87.5%,875_60
3.115,50K,87.5%,875_61
3.483,50K,87.5%,875_62
3.315,50K,87.5%,875_63
3.7,50K,87.5%,875_64
2.446,50K,87.5%,875_65
3.66,50K,87.5%,875_66
3.821,50K,87.5%,875_67
3.333,50K,87.5%,875_68
3.364,50K,87.5%,875_69
3.185,50K,87.5%,875_70
3.168,50K,87.5%,875_71
2.53,50K,87.5%,875_72
3.861,50K,87.5%,875_73
4.594,50K,87.5%,875_74
3.278,50K,87.5%,875_75
3.265,50K,87.5%,875_76
4.492,50K,87.5%,875_77
2.816,50K,87.5%,875_78
3.469,50K,87.5%,875_79
4.453,50K,87.5%,875_80
2.745,50K,87.5%,875_81
3.248,50K,87.5%,875_82
3.96,50K,87.5%,875_83
3.418,50K,87.5%,875_84
3.551,50K,87.5%,875_85
2.896,50K,87.5%,875_86
2.72,50K,87.5%,875_87
3.885,50K,87.5%,875_88
2.743,50K,87.5%,875_89
2.856,50K,87.5%,875_90
3.569,50K,87.5%,875_91
4.612,50K,87.5%,875_92
3.238,50K,87.5%,875_93
3.513,50K,87.5%,875_94
3.366,50K,87.5%,875_95
2.995,50K,87.5%,875_96
2.516,50K,87.5%,875_97
3.124,50K,87.5%,875_98
3.563,50K,87.5%,875_99
2.334,50K,100%,1000_0
4.006,50K,100%,1000_1
3.667,50K,100%,1000_2
5.16,50K,100%,1000_3
4.198,50K,100%,1000_4
4.008,50K,100%,1000_5
3.556,50K,100%,1000_6
3.896,50K,100%,1000_7
4.17,50K,100%,1000_8
3.555,50K,100%,1000_9
2.485,50K,100%,1000_10
4.845,50K,100%,1000_11
3.477,50K,100%,1000_12
2.867,50K,100%,1000_13
5.679,50K,100%,1000_14
3.17,50K,100%,1000_15
4.074,50K,100%,1000_16
4.107,50K,100%,1000_17
4.344,50K,100%,1000_18
3.49,50K,100%,1000_19
8.195,50K,100%,1000_20
3.591,50K,100%,1000_21
4.41,50K,100%,1000_22
4.096,50K,100%,1000_23
6.208,50K,100%,1000_24
3.09,50K,100%,1000_25
4.236,50K,100%,1000_26
4.3,50K,100%,1000_27
4.592,50K,100%,1000_28
2.573,50K,100%,1000_29
4.153,50K,100%,1000_30
3.478,50K,100%,1000_31
3.651,50K,100%,1000_32
4.306,50K,100%,1000_33
4.277,50K,100%,1000_34
4.118,50K,100%,1000_35
10.066,50K,100%,1000_36
3.386,50K,100%,1000_37
3.207,50K,100%,1000_38
5.026,50K,100%,1000_39
3.552,50K,100%,1000_40
4.566,50K,100%,1000_41
4.035,50K,100%,1000_42
3.579,50K,100%,1000_43
3.849,50K,100%,1000_44
3.124,50K,100%,1000_45
4.431,50K,100%,1000_46
2.996,50K,100%,1000_47
3.718,50K,100%,1000_48
3.809,50K,100%,1000_49
3.425,50K,100%,1000_50
3.409,50K,100%,1000_51
3.848,50K,100%,1000_52
3.677,50K,100%,1000_53
4.428,50K,100%,1000_54
3.538,50K,100%,1000_55
3.413,50K,100%,1000_56
4.362,50K,100%,1000_57
3.681,50K,100%,1000_58
4.051,50K,100%,1000_59
3.979,50K,100%,1000_60
3.365,50K,100%,1000_61
2.61,50K,100%,1000_62
3.959,50K,100%,1000_63
4.02,50K,100%,1000_64
3.71,50K,100%,1000_65
4.915,50K,100%,1000_66
3.514,50K,100%,1000_67
2.834,50K,100%,1000_68
3.581,50K,100%,1000_69
3.24,50K,100%,1000_70
3.915,50K,100%,1000_71
2.85,50K,100%,1000_72
3.627,50K,100%,1000_73
3.458,50K,100%,1000_74
3.327,50K,100%,1000_75
3.521,50K,100%,1000_76
3.064,50K,100%,1000_77
5.172,50K,100%,1000_78
2.684,50K,100%,1000_79
3.954,50K,100%,1000_80
2.396,50K,100%,1000_81
3.936,50K,100%,1000_82
3.037,50K,100%,1000_83
2.86,50K,100%,1000_84
4.357,50K,100%,1000_85
3.939,50K,100%,1000_86
3.588,50K,100%,1000_87
3.468,50K,100%,1000_88
3.633,50K,100%,1000_89
3.891,50K,100%,1000_90
4.493,50K,100%,1000_91
2.881,50K,100%,1000_92
3.95,50K,100%,1000_93
2.807,50K,100%,1000_94
4.511,50K,100%,1000_95
3.718,50K,100%,1000_96
3.291,50K,100%,1000_97
3.314,50K,100%,1000_98
4.334,50K,100%,1000_99
3.613,50K,112.5%,1125_0
5.193,50K,112.5%,1125_1
3.908,50K,112.5%,1125_2
4.649,50K,112.5%,1125_3
3.247,50K,112.5%,1125_4
3.815,50K,112.5%,1125_5
4.894,50K,112.5%,1125_6
3.894,50K,112.5%,1125_7
3.619,50K,112.5%,1125_8
4.361,50K,112.5%,1125_9
4.472,50K,112.5%,1125_10
4.045,50K,112.5%,1125_11
2.687,50K,112.5%,1125_12
8.794,50K,112.5%,1125_13
3.645,50K,112.5%,1125_14
4.297,50K,112.5%,1125_15
3.499,50K,112.5%,1125_16
4.171,50K,112.5%,1125_17
5.435,50K,112.5%,1125_18
3.992,50K,112.5%,1125_19
3.702,50K,112.5%,1125_20
4.693,50K,112.5%,1125_21
4.477,50K,112.5%,1125_22
3.295,50K,112.5%,1125_23
3.645,50K,112.5%,1125_24
4.187,50K,112.5%,1125_25
3.035,50K,112.5%,1125_26
4.889,50K,112.5%,1125_27
3.837,50K,112.5%,1125_28
6.814,50K,112.5%,1125_29
3.492,50K,112.5%,1125_30
4.539,50K,112.5%,1125_31
7.827,50K,112.5%,1125_32
4.208,50K,112.5%,1125_33
5.038,50K,112.5%,1125_34
4.302,50K,112.5%,1125_35
3.5,50K,112.5%,1125_36
3.768,50K,112.5%,1125_37
4.971,50K,112.5%,1125_38
4.48,50K,112.5%,1125_39
3.813,50K,112.5%,1125_40
4.451,50K,112.5%,1125_41
3.586,50K,112.5%,1125_42
4.691,50K,112.5%,1125_43
4.027,50K,112.5%,1125_44
3.696,50K,112.5%,1125_45
3.262,50K,112.5%,1125_46
4.685,50K,112.5%,1125_47
3.373,50K,112.5%,1125_48
3.894,50K,112.5%,1125_49
3.35,50K,112.5%,1125_50
5.178,50K,112.5%,1125_51
3.997,50K,112.5%,1125_52
3.849,50K,112.5%,1125_53
3.74,50K,112.5%,1125_54
7.134,50K,112.5%,1125_55
3.437,50K,112.5%,1125_56
6.8,50K,112.5%,1125_57
5.54,50K,112.5%,1125_58
4.505,50K,112.5%,1125_59
4.081,50K,112.5%,1125_60
3.226,50K,112.5%,1125_61
5.111,50K,112.5%,1125_62
4.85,50K,112.5%,1125_63
5.356,50K,112.5%,1125_64
8.579,50K,112.5%,1125_65
4.262,50K,112.5%,1125_66
3.449,50K,112.5%,1125_67
4.513,50K,112.5%,1125_68
3.431,50K,112.5%,1125_69
3.503,50K,112.5%,1125_70
3.106,50K,112.5%,1125_71
4.176,50K,112.5%,1125_72
3.64,50K,112.5%,1125_73
3.991,50K,112.5%,1125_74
4.057,50K,112.5%,1125_75
3.653,50K,112.5%,1125_76
5.247,50K,112.5%,1125_77
3.79,50K,112.5%,1125_78
3.333,50K,112.5%,1125_79
4.261,50K,112.5%,1125_80
3.981,50K,112.5%,1125_81
4.579,50K,112.5%,1125_82
4.275,50K,112.5%,1125_83
4.677,50K,112.5%,1125_84
3.326,50K,112.5%,1125_85
6.046,50K,112.5%,1125_86
3.684,50K,112.5%,1125_87
4.076,50K,112.5%,1125_88
5.416,50K,112.5%,1125_89
4.764,50K,112.5%,1125_90
3.225,50K,112.5%,1125_91
4.082,50K,112.5%,1125_92
3.475,50K,112.5%,1125_93
3.375,50K,112.5%,1125_94
4.746,50K,112.5%,1125_95
3.708,50K,112.5%,1125_96
4.3,50K,112.5%,1125_97
5.66,50K,112.5%,1125_98
4.212,50K,112.5%,1125_99
4.429,50K,125%,1250_0
4.696,50K,125%,1250_1
3.49,50K,125%,1250_2
3.981,50K,125%,1250_3
4.868,50K,125%,1250_4
4.194,50K,125%,1250_5
3.61,50K,125%,1250_6
4.066,50K,125%,1250_7
5.248,50K,125%,1250_8
4.786,50K,125%,1250_9
5.067,50K,125%,1250_10
4.008,50K,125%,1250_11
3.771,50K,125%,1250_12
3.693,50K,125%,1250_13
3.991,50K,125%,1250_14
3.569,50K,125%,1250_15
3.33,50K,125%,1250_16
4.582,50K,125%,1250_17
5.273,50K,125%,1250_18
3.916,50K,125%,1250_19
6.094,50K,125%,1250_20
3.09,50K,125%,1250_21
4.256,50K,125%,1250_22
6.477,50K,125%,1250_23
4.085,50K,125%,1250_24
4.153,50K,125%,1250_25
5.191,50K,125%,1250_26
4.529,50K,125%,1250_27
3.25,50K,125%,1250_28
4.642,50K,125%,1250_29
3.763,50K,125%,1250_30
4.491,50K,125%,1250_31
4.033,50K,125%,1250_32
5.166,50K,125%,1250_33
3.972,50K,125%,1250_34
4.307,50K,125%,1250_35
3.601,50K,125%,1250_36
4.543,50K,125%,1250_37
3.404,50K,125%,1250_38
4.913,50K,125%,1250_39
3.834,50K,125%,1250_40
6.603,50K,125%,1250_41
4.009,50K,125%,1250_42
11.064,50K,125%,1250_43
4.169,50K,125%,1250_44
3.843,50K,125%,1250_45
4.297,50K,125%,1250_46
4.542,50K,125%,1250_47
4.462,50K,125%,1250_48
4.081,50K,125%,1250_49
3.7,50K,125%,1250_50
4.651,50K,125%,1250_51
4.058,50K,125%,1250_52
3.585,50K,125%,1250_53
2.971,50K,125%,1250_54
3.537,50K,125%,1250_55
5.213,50K,125%,1250_56
3.893,50K,125%,1250_57
7.475,50K,125%,1250_58
4.367,50K,125%,1250_59
4.119,50K,125%,1250_60
4.184,50K,125%,1250_61
3.623,50K,125%,1250_62
3.971,50K,125%,1250_63
3.872,50K,125%,1250_64
3.674,50K,125%,1250_65
3.124,50K,125%,1250_66
8.424,50K,125%,1250_67
3.228,50K,125%,1250_68
4.378,50K,125%,1250_69
4.351,50K,125%,1250_70
6.111,50K,125%,1250_71
3.312,50K,125%,1250_72
5.238,50K,125%,1250_73
4.978,50K,125%,1250_74
7.501,50K,125%,1250_75
4.519,50K,125%,1250_76
3.127,50K,125%,1250_77
4.869,50K,125%,1250_78
4.879,50K,125%,1250_79
7.674,50K,125%,1250_80
4.67,50K,125%,1250_81
3.999,50K,125%,1250_82
4.432,50K,125%,1250_83
3.917,50K,125%,1250_84
4.437,50K,125%,1250_85
7.437,50K,125%,1250_86
3.95,50K,125%,1250_87
3.744,50K,125%,1250_88
4.143,50K,125%,1250_89
7.29,50K,125%,1250_90
4.459,50K,125%,1250_91
3.382,50K,125%,1250_92
4.263,50K,125%,1250_93
5.178,50K,125%,1250_94
3.913,50K,125%,1250_95
3.592,50K,125%,1250_96
4.493,50K,125%,1250_97
4.315,50K,125%,1250_98
4.263,50K,125%,1250_99
0.299,80K,12.5%,125_0
0.321,80K,12.5%,125_1
0.301,80K,12.5%,125_2
0.324,80K,12.5%,125_3
0.325,80K,12.5%,125_4
0.308,80K,12.5%,125_5
0.311,80K,12.5%,125_6
0.297,80K,12.5%,125_7
0.328,80K,12.5%,125_8
0.325,80K,12.5%,125_9
0.331,80K,12.5%,125_10
0.311,80K,12.5%,125_11
0.303,80K,12.5%,125_12
0.331,80K,12.5%,125_13
0.302,80K,12.5%,125_14
0.322,80K,12.5%,125_15
0.321,80K,12.5%,125_16
0.35,80K,12.5%,125_17
0.361,80K,12.5%,125_18
0.332,80K,12.5%,125_19
0.348,80K,12.5%,125_20
0.331,80K,12.5%,125_21
0.307,80K,12.5%,125_22
0.307,80K,12.5%,125_23
0.31,80K,12.5%,125_24
0.357,80K,12.5%,125_25
0.341,80K,12.5%,125_26
0.308,80K,12.5%,125_27
0.29,80K,12.5%,125_28
0.308,80K,12.5%,125_29
0.319,80K,12.5%,125_30
0.303,80K,12.5%,125_31
0.342,80K,12.5%,125_32
0.32,80K,12.5%,125_33
0.312,80K,12.5%,125_34
0.322,80K,12.5%,125_35
0.301,80K,12.5%,125_36
0.305,80K,12.5%,125_37
0.328,80K,12.5%,125_38
0.329,80K,12.5%,125_39
0.31,80K,12.5%,125_40
0.324,80K,12.5%,125_41
0.315,80K,12.5%,125_42
0.307,80K,12.5%,125_43
0.338,80K,12.5%,125_44
0.313,80K,12.5%,125_45
0.307,80K,12.5%,125_46
0.321,80K,12.5%,125_47
0.335,80K,12.5%,125_48
0.324,80K,12.5%,125_49
0.312,80K,12.5%,125_50
0.304,80K,12.5%,125_51
0.316,80K,12.5%,125_52
0.291,80K,12.5%,125_53
0.311,80K,12.5%,125_54
0.339,80K,12.5%,125_55
0.31,80K,12.5%,125_56
0.317,80K,12.5%,125_57
0.295,80K,12.5%,125_58
0.337,80K,12.5%,125_59
0.302,80K,12.5%,125_60
0.313,80K,12.5%,125_61
0.329,80K,12.5%,125_62
0.29,80K,12.5%,125_63
0.327,80K,12.5%,125_64
0.329,80K,12.5%,125_65
0.3,80K,12.5%,125_66
0.293,80K,12.5%,125_67
0.291,80K,12.5%,125_68
0.304,80K,12.5%,125_69
0.325,80K,12.5%,125_70
0.31,80K,12.5%,125_71
0.305,80K,12.5%,125_72
0.303,80K,12.5%,125_73
0.303,80K,12.5%,125_74
0.32,80K,12.5%,125_75
0.329,80K,12.5%,125_76
0.314,80K,12.5%,125_77
0.314,80K,12.5%,125_78
0.337,80K,12.5%,125_79
0.335,80K,12.5%,125_80
0.307,80K,12.5%,125_81
0.314,80K,12.5%,125_82
0.308,80K,12.5%,125_83
0.321,80K,12.5%,125_84
0.318,80K,12.5%,125_85
0.314,80K,12.5%,125_86
0.327,80K,12.5%,125_87
0.332,80K,12.5%,125_88
0.307,80K,12.5%,125_89
0.303,80K,12.5%,125_90
0.323,80K,12.5%,125_91
0.311,80K,12.5%,125_92
0.312,80K,12.5%,125_93
0.327,80K,12.5%,125_94
0.311,80K,12.5%,125_95
0.311,80K,12.5%,125_96
0.323,80K,12.5%,125_97
0.333,80K,12.5%,125_98
0.313,80K,12.5%,125_99
0.413,80K,25%,250_0
0.422,80K,25%,250_1
0.567,80K,25%,250_2
0.372,80K,25%,250_3
0.454,80K,25%,250_4
0.74,80K,25%,250_5
0.617,80K,25%,250_6
0.432,80K,25%,250_7
0.513,80K,25%,250_8
0.927,80K,25%,250_9
0.578,80K,25%,250_10
0.448,80K,25%,250_11
0.586,80K,25%,250_12
0.4,80K,25%,250_13
0.496,80K,25%,250_14
0.606,80K,25%,250_15
0.459,80K,25%,250_16
0.502,80K,25%,250_17
0.374,80K,25%,250_18
0.414,80K,25%,250_19
0.461,80K,25%,250_20
0.462,80K,25%,250_21
0.406,80K,25%,250_22
0.755,80K,25%,250_23
0.495,80K,25%,250_24
0.467,80K,25%,250_25
0.618,80K,25%,250_26
0.373,80K,25%,250_27
0.422,80K,25%,250_28
0.375,80K,25%,250_29
0.452,80K,25%,250_30
0.609,80K,25%,250_31
0.598,80K,25%,250_32
0.669,80K,25%,250_33
0.649,80K,25%,250_34
0.714,80K,25%,250_35
0.372,80K,25%,250_36
0.682,80K,25%,250_37
0.691,80K,25%,250_38
0.667,80K,25%,250_39
0.675,80K,25%,250_40
0.395,80K,25%,250_41
0.412,80K,25%,250_42
0.555,80K,25%,250_43
0.447,80K,25%,250_44
0.427,80K,25%,250_45
0.416,80K,25%,250_46
0.403,80K,25%,250_47
0.385,80K,25%,250_48
0.665,80K,25%,250_49
0.916,80K,25%,250_50
0.583,80K,25%,250_51
0.532,80K,25%,250_52
0.41,80K,25%,250_53
0.567,80K,25%,250_54
0.37,80K,25%,250_55
0.47,80K,25%,250_56
0.399,80K,25%,250_57
0.443,80K,25%,250_58
0.367,80K,25%,250_59
0.385,80K,25%,250_60
0.417,80K,25%,250_61
0.659,80K,25%,250_62
0.731,80K,25%,250_63
0.398,80K,25%,250_64
0.377,80K,25%,250_65
0.642,80K,25%,250_66
0.672,80K,25%,250_67
0.404,80K,25%,250_68
0.679,80K,25%,250_69
0.583,80K,25%,250_70
0.558,80K,25%,250_71
0.399,80K,25%,250_72
0.673,80K,25%,250_73
0.527,80K,25%,250_74
0.528,80K,25%,250_75
0.603,80K,25%,250_76
0.414,80K,25%,250_77
0.688,80K,25%,250_78
0.528,80K,25%,250_79
0.462,80K,25%,250_80
0.423,80K,25%,250_81
0.378,80K,25%,250_82
0.47,80K,25%,250_83
0.694,80K,25%,250_84
0.4,80K,25%,250_85
0.377,80K,25%,250_86
0.635,80K,25%,250_87
0.397,80K,25%,250_88
0.385,80K,25%,250_89
0.716,80K,25%,250_90
0.389,80K,25%,250_91
0.429,80K,25%,250_92
0.4,80K,25%,250_93
0.481,80K,25%,250_94
0.451,80K,25%,250_95
0.373,80K,25%,250_96
0.591,80K,25%,250_97
0.402,80K,25%,250_98
0.451,80K,25%,250_99
1.003,80K,37.5%,375_0
1.066,80K,37.5%,375_1
0.788,80K,37.5%,375_2
0.795,80K,37.5%,375_3
0.692,80K,37.5%,375_4
1.066,80K,37.5%,375_5
0.989,80K,37.5%,375_6
0.742,80K,37.5%,375_7
0.698,80K,37.5%,375_8
0.955,80K,37.5%,375_9
1.12,80K,37.5%,375_10
0.934,80K,37.5%,375_11
0.893,80K,37.5%,375_12
1.039,80K,37.5%,375_13
0.964,80K,37.5%,375_14
1.056,80K,37.5%,375_15
1.213,80K,37.5%,375_16
1.219,80K,37.5%,375_17
2.68,80K,37.5%,375_18
0.937,80K,37.5%,375_19
0.685,80K,37.5%,375_20
0.833,80K,37.5%,375_21
0.622,80K,37.5%,375_22
0.691,80K,37.5%,375_23
0.824,80K,37.5%,375_24
1.17,80K,37.5%,375_25
1.074,80K,37.5%,375_26
0.907,80K,37.5%,375_27
1.027,80K,37.5%,375_28
0.727,80K,37.5%,375_29
1.133,80K,37.5%,375_30
0.898,80K,37.5%,375_31
0.633,80K,37.5%,375_32
0.83,80K,37.5%,375_33
0.893,80K,37.5%,375_34
1.088,80K,37.5%,375_35
0.815,80K,37.5%,375_36
1.202,80K,37.5%,375_37
2.072,80K,37.5%,375_38
1.267,80K,37.5%,375_39
0.921,80K,37.5%,375_40
0.918,80K,37.5%,375_41
1.204,80K,37.5%,375_42
0.945,80K,37.5%,375_43
1.144,80K,37.5%,375_44
1.292,80K,37.5%,375_45
0.985,80K,37.5%,375_46
1.107,80K,37.5%,375_47
1.091,80K,37.5%,375_48
0.694,80K,37.5%,375_49
0.794,80K,37.5%,375_50
0.71,80K,37.5%,375_51
1.039,80K,37.5%,375_52
1.003,80K,37.5%,375_53
0.751,80K,37.5%,375_54
1.434,80K,37.5%,375_55
0.885,80K,37.5%,375_56
1.047,80K,37.5%,375_57
1.149,80K,37.5%,375_58
0.978,80K,37.5%,375_59
0.904,80K,37.5%,375_60
0.875,80K,37.5%,375_61
0.925,80K,37.5%,375_62
1.25,80K,37.5%,375_63
0.97,80K,37.5%,375_64
0.747,80K,37.5%,375_65
0.676,80K,37.5%,375_66
0.56,80K,37.5%,375_67
0.906,80K,37.5%,375_68
1.157,80K,37.5%,375_69
0.699,80K,37.5%,375_70
0.777,80K,37.5%,375_71
0.871,80K,37.5%,375_72
1.255,80K,37.5%,375_73
0.856,80K,37.5%,375_74
0.993,80K,37.5%,375_75
0.75,80K,37.5%,375_76
1.971,80K,37.5%,375_77
0.734,80K,37.5%,375_78
0.966,80K,37.5%,375_79
0.863,80K,37.5%,375_80
0.918,80K,37.5%,375_81
0.612,80K,37.5%,375_82
0.871,80K,37.5%,375_83
0.928,80K,37.5%,375_84
0.56,80K,37.5%,375_85
0.763,80K,37.5%,375_86
0.655,80K,37.5%,375_87
0.701,80K,37.5%,375_88
1.215,80K,37.5%,375_89
0.96,80K,37.5%,375_90
0.969,80K,37.5%,375_91
1,80K,37.5%,375_92
0.934,80K,37.5%,375_93
1.02,80K,37.5%,375_94
0.785,80K,37.5%,375_95
0.802,80K,37.5%,375_96
0.971,80K,37.5%,375_97
0.771,80K,37.5%,375_98
1.132,80K,37.5%,375_99
1.06,80K,50%,500_0
1.482,80K,50%,500_1
2.33,80K,50%,500_2
1.069,80K,50%,500_3
1.313,80K,50%,500_4
1.656,80K,50%,500_5
1.643,80K,50%,500_6
1.692,80K,50%,500_7
1.14,80K,50%,500_8
1.521,80K,50%,500_9
1.389,80K,50%,500_10
1.982,80K,50%,500_11
1.561,80K,50%,500_12
1.438,80K,50%,500_13
1.135,80K,50%,500_14
1.218,80K,50%,500_15
1.288,80K,50%,500_16
1.433,80K,50%,500_17
1.592,80K,50%,500_18
4.792,80K,50%,500_19
1.64,80K,50%,500_20
1.202,80K,50%,500_21
1.414,80K,50%,500_22
1.505,80K,50%,500_23
2.034,80K,50%,500_24
1.544,80K,50%,500_25
1.761,80K,50%,500_26
1.4,80K,50%,500_27
2.2,80K,50%,500_28
1.454,80K,50%,500_29
1.506,80K,50%,500_30
1.538,80K,50%,500_31
1.55,80K,50%,500_32
1.301,80K,50%,500_33
4.077,80K,50%,500_34
1.193,80K,50%,500_35
1.381,80K,50%,500_36
1.812,80K,50%,500_37
1.761,80K,50%,500_38
1.194,80K,50%,500_39
1.51,80K,50%,500_40
1.768,80K,50%,500_41
1.417,80K,50%,500_42
1.279,80K,50%,500_43
1.206,80K,50%,500_44
1.683,80K,50%,500_45
1.58,80K,50%,500_46
1.413,80K,50%,500_47
1.55,80K,50%,500_48
1.682,80K,50%,500_49
1.743,80K,50%,500_50
1.257,80K,50%,500_51
1.559,80K,50%,500_52
1.622,80K,50%,500_53
1.439,80K,50%,500_54
1.79,80K,50%,500_55
1.275,80K,50%,500_56
1.462,80K,50%,500_57
1.385,80K,50%,500_58
1.42,80K,50%,500_59
1.545,80K,50%,500_60
1.783,80K,50%,500_61
1.044,80K,50%,500_62
1.222,80K,50%,500_63
1.476,80K,50%,500_64
1.217,80K,50%,500_65
1.556,80K,50%,500_66
1.467,80K,50%,500_67
1.698,80K,50%,500_68
1.294,80K,50%,500_69
1.304,80K,50%,500_70
1.369,80K,50%,500_71
2.216,80K,50%,500_72
1.422,80K,50%,500_73
1.733,80K,50%,500_74
1.696,80K,50%,500_75
1.382,80K,50%,500_76
1.232,80K,50%,500_77
1.383,80K,50%,500_78
1.644,80K,50%,500_79
1.279,80K,50%,500_80
1.623,80K,50%,500_81
1.543,80K,50%,500_82
1.691,80K,50%,500_83
1.261,80K,50%,500_84
1.697,80K,50%,500_85
1.472,80K,50%,500_86
1.822,80K,50%,500_87
1.759,80K,50%,500_88
1.564,80K,50%,500_89
1.655,80K,50%,500_90
1.474,80K,50%,500_91
1.459,80K,50%,500_92
1.484,80K,50%,500_93
1.487,80K,50%,500_94
1.492,80K,50%,500_95
1.511,80K,50%,500_96
1.739,80K,50%,500_97
1.401,80K,50%,500_98
1.79,80K,50%,500_99
1.838,80K,62.5%,625_0
4.206,80K,62.5%,625_1
2.85,80K,62.5%,625_2
1.927,80K,62.5%,625_3
2.23,80K,62.5%,625_4
2.159,80K,62.5%,625_5
1.671,80K,62.5%,625_6
2.599,80K,62.5%,625_7
1.882,80K,62.5%,625_8
4.313,80K,62.5%,625_9
2.029,80K,62.5%,625_10
2.25,80K,62.5%,625_11
2.08,80K,62.5%,625_12
2.552,80K,62.5%,625_13
1.63,80K,62.5%,625_14
1.818,80K,62.5%,625_15
1.674,80K,62.5%,625_16
3.786,80K,62.5%,625_17
1.932,80K,62.5%,625_18
1.935,80K,62.5%,625_19
2.757,80K,62.5%,625_20
1.719,80K,62.5%,625_21
2.207,80K,62.5%,625_22
1.948,80K,62.5%,625_23
2.063,80K,62.5%,625_24
2.006,80K,62.5%,625_25
1.654,80K,62.5%,625_26
2.905,80K,62.5%,625_27
1.64,80K,62.5%,625_28
3.057,80K,62.5%,625_29
1.369,80K,62.5%,625_30
1.809,80K,62.5%,625_31
2.277,80K,62.5%,625_32
2.026,80K,62.5%,625_33
1.988,80K,62.5%,625_34
1.828,80K,62.5%,625_35
1.515,80K,62.5%,625_36
1.943,80K,62.5%,625_37
1.857,80K,62.5%,625_38
2.436,80K,62.5%,625_39
1.741,80K,62.5%,625_40
2.002,80K,62.5%,625_41
2.395,80K,62.5%,625_42
2.255,80K,62.5%,625_43
2.021,80K,62.5%,625_44
2.439,80K,62.5%,625_45
1.801,80K,62.5%,625_46
1.823,80K,62.5%,625_47
2.581,80K,62.5%,625_48
1.991,80K,62.5%,625_49
2.126,80K,62.5%,625_50
3.54,80K,62.5%,625_51
2.121,80K,62.5%,625_52
1.844,80K,62.5%,625_53
2.747,80K,62.5%,625_54
2.108,80K,62.5%,625_55
1.843,80K,62.5%,625_56
2.096,80K,62.5%,625_57
2.439,80K,62.5%,625_58
2.129,80K,62.5%,625_59
1.923,80K,62.5%,625_60
1.809,80K,62.5%,625_61
2.145,80K,62.5%,625_62
2.833,80K,62.5%,625_63
1.9,80K,62.5%,625_64
2.248,80K,62.5%,625_65
1.745,80K,62.5%,625_66
2.161,80K,62.5%,625_67
1.945,80K,62.5%,625_68
1.982,80K,62.5%,625_69
1.74,80K,62.5%,625_70
2.201,80K,62.5%,625_71
2.046,80K,62.5%,625_72
1.956,80K,62.5%,625_73
1.724,80K,62.5%,625_74
1.829,80K,62.5%,625_75
2.207,80K,62.5%,625_76
1.893,80K,62.5%,625_77
1.906,80K,62.5%,625_78
2.292,80K,62.5%,625_79
2.05,80K,62.5%,625_80
2.081,80K,62.5%,625_81
2.162,80K,62.5%,625_82
1.807,80K,62.5%,625_83
1.729,80K,62.5%,625_84
